bsr_state_id,bsr_state_name,bsr_continent,selected_tsr_state_id,selected_tsr_state_name,selected_mapping_type,selected_confidence,alternative_mapping_count,issue_count,vp_omission_count,manual_building_distribution,manual_resource_distribution,owner_core_conflict,decision_status,decision_reason,review_categories,selection_notes
855,STATE_855,north_america,378,STATE_378,split,0.800,1,11,4,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=4; tsr_overlap_rank=5/13; bsr_source_count=1
913,STATE_913,south_america,963,STATE_963,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1
924,STATE_924,australia,674,STATE_674,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1
1016,STATE_1016,asia,820,STATE_820,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
1055,STATE_1055,europe,793,STATE_793,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=10; tsr_overlap_rank=1/2; bsr_source_count=1
1096,STATE_1096,asia,868,STATE_868,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=6; tsr_overlap_rank=2/2; bsr_source_count=1
1128,STATE_1128,africa,897,STATE_897,split,0.714,2,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
1133,STATE_1133,europe,794,STATE_794,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=6; tsr_overlap_rank=2/3; bsr_source_count=1
1296,STATE_1296,australia,1095,STATE_1095,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=1
1442,STATE_1442,south_america,486,STATE_486,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1479,STATE_1479,middle_east,678,STATE_678,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1484,STATE_1484,south_america,939,STATE_939,same_name,1.000,1,2,1,no,no,no,requires_manual,victory point province needs manual placement,vp_review,province_overlap=1
1495,STATE_1495,north_america,370,STATE_370,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
1499,STATE_1499,middle_east,858,STATE_858,split,0.500,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1541,STATE_1541,africa,896,STATE_896,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1649,STATE_1649,north_america,385,STATE_385,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=9; tsr_overlap_rank=1/3; bsr_source_count=1
1667,STATE_1667,north_america,472,STATE_472,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1668,STATE_1668,north_america,472,STATE_472,split,0.333,2,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=1; tsr_overlap_rank=2/4; bsr_source_count=1
1669,STATE_1669,north_america,865,STATE_865,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
1670,STATE_1670,north_america,867,STATE_867,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
1671,STATE_1671,north_america,866,STATE_866,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1741,STATE_1741,asia,758,STATE_758,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1826,STATE_1826,middle_east,678,STATE_678,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=1; tsr_overlap_rank=1/3; bsr_source_count=1
1893,STATE_1893,south_america,935,STATE_935,merge,1.000,2,2,0,no,no,no,requires_manual,staged merge review issues remain,merge,merge; province_overlap=4; bsr_source_count=2
1894,STATE_1894,south_america,936,STATE_936,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=6; tsr_overlap_rank=1/4; bsr_source_count=1
1903,STATE_1903,europe,909,STATE_909,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
57,STATE_57,europe,57,STATE_57,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1
61,STATE_61,europe,61,STATE_61,merge,1.000,2,1,0,no,no,no,requires_manual,staged merge review issues remain,merge,merge; province_overlap=6; bsr_source_count=2
64,STATE_64,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
100,STATE_100,europe,100,STATE_100,split,0.167,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
134,STATE_134,europe,134,STATE_134,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=8; tsr_overlap_rank=1/2; bsr_source_count=1
163,STATE_163,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
168,STATE_168,europe,168,STATE_168,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1
176,STATE_176,europe,176,STATE_176,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=1
177,STATE_177,europe,177,STATE_177,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
214,STATE_214,europe,,,new_bsr_state,1.000,4,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
242,STATE_242,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
262,STATE_262,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
290,STATE_290,africa,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
299,STATE_299,south_america,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
359,STATE_359,north_america,359,STATE_359,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1
418,STATE_418,middle_east,418,STATE_418,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
421,STATE_421,middle_east,1001,STATE_1001,same_name,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,,province_overlap=4
469,STATE_469,north_america,469,STATE_469,merge,1.000,2,1,0,no,no,no,requires_manual,staged merge review issues remain,merge,merge; province_overlap=14; bsr_source_count=2
471,STATE_471,north_america,864,STATE_864,same_name,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,,province_overlap=3
472,STATE_472,north_america,472,STATE_472,split,0.417,2,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=5; tsr_overlap_rank=1/4; bsr_source_count=1
486,STATE_486,south_america,486,STATE_486,split,0.857,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
488,STATE_488,south_america,488,STATE_488,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=1
516,STATE_516,asia,,,new_bsr_state,1.000,3,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
523,STATE_523,australia,523,STATE_523,merge,1.000,2,1,0,no,no,no,requires_manual,staged merge review issues remain,merge,merge; province_overlap=21; bsr_source_count=2
529,Chugoku,asia,529,"San'yo, formerly Chugoku",merge,1.000,2,1,0,no,no,no,requires_manual,staged merge review issues remain,merge,merge; province_overlap=7; bsr_source_count=2
544,STATE_544,africa,544,STATE_544,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
597,STATE_597,asia,,,new_bsr_state,1.000,4,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
605,STATE_605,asia,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
653,Sverdlovsk,asia,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
656,STATE_656,middle_east,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
681,STATE_681,africa,681,Cape,split,0.667,2,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=2; tsr_overlap_rank=3/8; bsr_source_count=1
686,STATE_686,south_america,686,STATE_686,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1
748,STATE_748,asia,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
752,STATE_752,asia,,,new_bsr_state,1.000,0,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
753,STATE_753,asia,,,new_bsr_state,1.000,3,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
758,STATE_758,asia,758,STATE_758,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
804,STATE_804,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
811,STATE_811,europe,,,new_bsr_state,1.000,0,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
813,STATE_813,europe,,,new_bsr_state,1.000,3,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
821,STATE_821,europe,,,new_bsr_state,1.000,3,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
824,STATE_824,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
825,STATE_825,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
827,STATE_827,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
828,STATE_828,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
829,STATE_829,europe,,,new_bsr_state,1.000,3,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
831,STATE_831,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
834,STATE_834,north_america,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
843,STATE_843,north_america,816,STATE_816,same_name,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,,province_overlap=13
860,STATE_860,south_america,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
861,STATE_861,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
862,STATE_862,europe,933,STATE_933,same_name,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,,province_overlap=1
873,STATE_873,africa,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
874,STATE_874,africa,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
875,STATE_875,middle_east,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
876,STATE_876,middle_east,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
883,STATE_883,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
884,STATE_884,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
890,STATE_890,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
891,STATE_891,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
895,STATE_895,africa,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
900,STATE_900,africa,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
902,STATE_902,asia,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
910,STATE_910,asia,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
927,STATE_927,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
930,STATE_930,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
948,STATE_948,europe,,,new_bsr_state,1.000,0,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
973,STATE_973,south_america,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
983,STATE_983,asia,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
984,STATE_984,asia,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
985,STATE_985,asia,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1000,STATE_1000,asia,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1001,STATE_1001,middle_east,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1003,STATE_1003,europe,,,new_bsr_state,1.000,0,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1004,STATE_1004,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1021,STATE_1021,asia,,,new_bsr_state,1.000,3,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1029,STATE_1029,asia,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1030,STATE_1030,asia,,,new_bsr_state,1.000,3,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1031,STATE_1031,asia,,,new_bsr_state,1.000,3,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1032,STATE_1032,south_america,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1033,STATE_1033,south_america,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1034,STATE_1034,south_america,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1036,STATE_1036,africa,796,STATE_796,same_name,1.000,2,1,0,no,no,no,requires_manual,staged merge review issues remain,,province_overlap=1
1037,STATE_1037,africa,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1038,STATE_1038,africa,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1040,STATE_1040,middle_east,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1043,STATE_1043,africa,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1044,STATE_1044,africa,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1050,STATE_1050,europe,788,STATE_788,same_name,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,,province_overlap=6
1053,STATE_1053,europe,791,STATE_791,same_name,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,,province_overlap=13
1054,STATE_1054,europe,792,STATE_792,same_name,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,,province_overlap=4
1056,STATE_1056,africa,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1067,STATE_1067,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1068,STATE_1068,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1069,STATE_1069,africa,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1095,STATE_1095,asia,869,STATE_869,same_name,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,,province_overlap=9
1097,STATE_1097,asia,1100,STATE_1100,same_name,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,,province_overlap=6
1101,STATE_1101,australia,1093,STATE_1093,same_name,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,,province_overlap=3
1102,STATE_1102,asia,1094,STATE_1094,same_name,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,,province_overlap=1
1108,STATE_1108,asia,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1115,STATE_1115,europe,915,Bohuslän,province_overlap,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,,province_overlap=2
1117,STATE_1117,middle_east,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1118,STATE_1118,middle_east,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1120,STATE_1120,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1121,STATE_1121,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1132,STATE_1132,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1141,STATE_1141,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1152,STATE_1152,africa,,,new_bsr_state,1.000,0,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1153,STATE_1153,middle_east,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1154,STATE_1154,middle_east,,,new_bsr_state,1.000,3,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1161,STATE_1161,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1162,STATE_1162,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1164,STATE_1164,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1165,STATE_1165,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1166,STATE_1166,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1167,STATE_1167,asia,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1168,STATE_1168,asia,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1169,STATE_1169,asia,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1172,STATE_1172,africa,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1174,STATE_1174,africa,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1176,STATE_1176,africa,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1177,STATE_1177,africa,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1196,STATE_1196,africa,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1212,STATE_1212,europe,,,new_bsr_state,1.000,0,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1214,STATE_1214,africa,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1217,STATE_1217,africa,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1219,STATE_1219,asia,,,new_bsr_state,1.000,3,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1224,STATE_1224,middle_east,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1231,STATE_1231,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1235,STATE_1235,middle_east,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1238,STATE_1238,middle_east,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1243,STATE_1243,middle_east,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1251,STATE_1251,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1252,STATE_1252,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1253,STATE_1253,asia,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1255,STATE_1255,europe,,,new_bsr_state,1.000,4,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1257,STATE_1257,middle_east,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1258,STATE_1258,middle_east,,,new_bsr_state,1.000,0,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1259,STATE_1259,europe,,,new_bsr_state,1.000,0,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1262,STATE_1262,europe,,,new_bsr_state,1.000,0,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1265,STATE_1265,europe,,,new_bsr_state,1.000,0,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1266,STATE_1266,europe,,,new_bsr_state,1.000,0,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1271,STATE_1271,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
