state 10: split/merge VP added province 3544 (from 402, value=1.0)
state 954: split/merge VP added province 6945 (from 9878, value=5.0)
state 955: split/merge VP added province 11894 (from 11881, value=10.0)
state 956: split/merge VP added province 11826 (from 919, value=5.0)
state 957: split/merge VP added province 3807 (from 3862, value=3.0)
state 958: split/merge VP added province 3935 (from 9777, value=3.0)
state 962: split/merge VP added province 10011 (from 1025, value=10.0)
state 962: split/merge VP added province 10011 (from 9950, value=15.0)
state 962: split/merge VP added province 10011 (from 7110, value=5.0)
state 962: split/merge VP added province 10011 (from 11925, value=5.0)
state 963: split/merge VP added province 1024 (from 7169, value=15.0)
state 964: split/merge VP added province 993 (from 1182, value=50.0)
state 964: split/merge VP added province 993 (from 9998, value=25.0)
state 965: split/merge VP added province 7113 (from 7072, value=40.0)
state 965: split/merge VP added province 7113 (from 11960, value=20.0)
state 965: split/merge VP added province 7113 (from 1136, value=1.0)
state 966: split/merge VP added province 4198 (from 4102, value=15.0)
state 966: split/merge VP added province 4198 (from 1020, value=2.0)
state 967: split/merge VP added province 1020 (from 4102, value=15.0)
state 968: split/merge VP added province 11949 (from 1020, value=2.0)
state 969: split/merge VP added province 7197 (from 4179, value=10.0)
state 97: split/merge VP added province 347 (from 3393, value=3.0)
state 97: split/merge VP added province 11357 (from 3254, value=1.0)
state 970: split/merge VP added province 4841 (from 12189, value=1.0)
state 971: split/merge VP added province 7115 (from 11932, value=10.0)
state 972: split/merge VP added province 4155 (from 1440, value=1.0)
state 975: split/merge VP added province 13346 (from 8435, value=1.0)
state 976: split/merge VP added province 9805 (from 10203, value=1.0)
state 976: split/merge VP added province 9805 (from 1205, value=1.0)
state 977: split/merge VP added province 10203 (from 3914, value=3.0)
state 977: split/merge VP added province 10203 (from 1205, value=1.0)
state 978: split/merge VP added province 7127 (from 4109, value=20.0)
state 978: split/merge VP added province 7127 (from 3973, value=3.0)
state 978: split/merge VP added province 7127 (from 863, value=1.0)
state 978: split/merge VP added province 7127 (from 3864, value=3.0)
state 978: split/merge VP added province 7127 (from 976, value=1.0)
state 978: split/merge VP added province 7127 (from 3988, value=1.0)
state 979: split/merge VP added province 11360 (from 241, value=5.0)
state 979: split/merge VP added province 11346 (from 11388, value=5.0)
state 98: split/merge VP added province 6259 (from 3230, value=5.0)
state 986: split/merge VP added province 6656 (from 11584, value=10.0)
state 986: split/merge VP added province 6656 (from 3604, value=3.0)
state 986: split/merge VP added province 6656 (from 603, value=1.0)
state 987: split/merge VP added province 3780 (from 773, value=3.0)
state 988: split/merge VP added province 771 (from 6788, value=10.0)
state 988: split/merge VP added province 11730 (from 6780, value=5.0)
state 989: split/merge VP added province 3772 (from 6780, value=5.0)
state 99: split/merge VP added province 13877 (from 3277, value=1.0)
state 99: split/merge VP added province 13877 (from 399, value=2.0)
state 99: split/merge VP added province 6235 (from 3206, value=1.0)
state 990: split/merge VP added province 11751 (from 9904, value=40.0)
state 990: split/merge VP added province 11751 (from 11846, value=1.0)
state 990: split/merge VP added province 9794 (from 13432, value=1.0)
state 991: split/merge VP added province 3958 (from 819, value=20.0)
state 992: split/merge VP added province 6843 (from 883, value=3.0)
state 994: VP remapped province 13086 -> 13287 (value=2.0)
state 995: split/merge VP added province 1155 (from 12049, value=5.0)
state 995: split/merge VP added province 9947 (from 4073, value=3.0)
state 996: split/merge VP added province 13889 (from 9427, value=20.0)
state 996: split/merge VP added province 13889 (from 442, value=3.0)
state 996: split/merge VP added province 3434 (from 9494, value=1.0)
state 997: split/merge VP added province 3254 (from 11301, value=3.0)
state 997: split/merge VP added province 3254 (from 3393, value=3.0)
