bsr_state_id,bsr_state_name,current_selected_tsr_state_id,current_selected_tsr_state_name,current_mapping_type,suggested_decision_status,manual_decision,manual_tsr_state_id,reviewer_notes,applied_tsr_state_id,applied_mapping_type
1626,Varsinais Suomi / Finland Proper,926,TURKU AND PORI,merge,,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve,926,merge
1627,Savo / Tavastland / Tavastia,927,HÄME,merge,,approve_selected,,Phase4b: conf=0.714 owner/core conflict auto approve,927,merge
1628,Savo / Tavastland / Tavastia,929,OULU,merge,,approve_selected,,Phase4a: conf=0.818 owner/core conflict auto approve,929,merge
1629,Savo / Tavastland / Tavastia,929,OULU,merge,,approve_selected,,Phase4a: conf=0.889 owner/core conflict auto approve,929,merge
1630,Savo / Tavastland / Tavastia,148,LAPPI,merge,,approve_selected,,Phase4b: conf=0.533 owner/core conflict auto approve,148,merge
1631,Vaasa,149,VAASA,merge,,approve_selected,,Phase4a: conf=0.8 owner/core conflict auto approve,149,merge
1632,STATE_1632,382,STATE_382,split,,approve_selected,,Phase4c: conf=0.5 resource/building dist auto approve,382,split
1633,STATE_1633,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1634,STATE_1634,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1635,STATE_1635,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1636,STATE_1636,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1637,STATE_1637,142,STATE_142,merge,,approve_selected,,Phase4b: conf=0.6 owner/core conflict auto approve,142,merge
1638,STATE_1638,920,STATE_920,merge,,approve_selected,,Phase4a: conf=0.8 owner/core conflict auto approve,920,merge
1639,STATE_1639,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1640,STATE_1640,385,STATE_385,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,385,split
1641,STATE_1641,387,STATE_387,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,387,split
1642,STATE_1642,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1643,STATE_1643,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1644,STATE_1644,687,STATE_687,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,687,split
1645,STATE_1645,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1646,STATE_1646,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1647,STATE_1647,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1648,STATE_1648,357,STATE_357,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,357,split
1649,STATE_1649,385,STATE_385,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,385,split
1650,STATE_1650,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1651,STATE_1651,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1652,STATE_1652,381,STATE_381,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,381,split
1653,STATE_1653,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1654,STATE_1654,22,Languedoc,merge,,approve_selected,,Phase4c: conf=0.833 resource/building dist auto approve,22,merge
1655,STATE_1655,63,STATE_63,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,63,split
1656,STATE_1656,95,STATE_95,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,95,split
1657,STATE_1657,919,STATE_919,merge,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,919,merge
1658,STATE_1658,466,STATE_466,split,,approve_selected,,Phase4c: conf=0.833 resource/building dist auto approve,466,split
1659,STATE_1659,332,STATE_332,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,332,split
1660,STATE_1660,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1661,STATE_1661,339,STATE_339,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,339,split
1662,STATE_1662,340,STATE_340,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,340,merge
1663,STATE_1663,343,Afyon,merge,,approve_selected,,Phase4c: conf=0.4 resource/building dist auto approve,343,merge
1664,STATE_1664,344,STATE_344,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,344,same_name
1665,STATE_1665,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1666,STATE_1666,1074,STATE_1074,same_name,,approve_selected,,Phase2: conf=1.0 issues=2 auto approve,1074,same_name
1667,STATE_1667,472,STATE_472,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,472,split
1668,STATE_1668,472,STATE_472,split,,approve_selected,,Phase4c: conf=0.333 resource/building dist auto approve,472,split
1669,STATE_1669,865,STATE_865,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,865,split
1670,STATE_1670,867,STATE_867,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,867,split
1671,STATE_1671,866,STATE_866,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,866,split
1672,STATE_1672,866,STATE_866,merge,,approve_selected,,Phase4c: conf=0.75 resource/building dist auto approve,866,merge
1673,STATE_1673,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1674,STATE_1674,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1675,STATE_1675,339,STATE_339,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,339,split
1676,STATE_1676,379,STATE_379,split,,approve_selected,,Phase4c: conf=0.5 resource/building dist auto approve,379,split
1677,STATE_1677,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1678,STATE_1678,356,Kastamonu,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,356,split
1679,STATE_1679,4,STATE_4,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,4,split
1680,STATE_1680,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1681,STATE_1681,261,STATE_261,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,261,split
1682,STATE_1682,360,STATE_360,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,360,split
1683,STATE_1683,360,STATE_360,split,,approve_selected,,Phase4c: conf=0.917 resource/building dist auto approve,360,split
1684,STATE_1684,358,STATE_358,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,358,split
1685,STATE_1685,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1686,STATE_1686,682,STATE_682,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,682,split
1687,STATE_1687,862,STATE_862,merge,,approve_selected,,Phase4c: conf=0.625 resource/building dist auto approve,862,merge
1688,STATE_1688,502,STATE_502,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,502,split
1689,STATE_1689,378,STATE_378,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,378,split
1690,STATE_1690,378,STATE_378,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,378,split
1691,STATE_1691,378,STATE_378,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,378,split
1692,STATE_1692,378,STATE_378,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,378,split
1693,STATE_1693,378,STATE_378,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,378,split
1694,STATE_1694,378,STATE_378,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,378,split
1695,STATE_1695,378,STATE_378,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,378,split
1696,STATE_1696,378,STATE_378,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,378,split
1697,STATE_1697,375,STATE_375,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,375,split
1698,STATE_1698,375,STATE_375,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,375,split
1699,STATE_1699,375,STATE_375,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,375,split
1700,STATE_1700,63,STATE_63,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,63,split
1701,STATE_1701,63,STATE_63,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,63,split
1702,STATE_1702,68,STATE_68,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,68,split
1703,STATE_1703,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1704,STATE_1704,348,Kayseri,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,348,split
1705,STATE_1705,66,STATE_66,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,66,split
1706,STATE_1706,66,STATE_66,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,66,split
1707,STATE_1707,342,Antalya,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,342,split
1708,STATE_1708,130,STATE_130,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,130,split
1709,STATE_1709,123,STATE_123,merge,,approve_selected,,Phase4c: conf=0.667 resource/building dist auto approve,123,merge
1710,STATE_1710,9,STATE_9,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,9,merge
1711,STATE_1711,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1712,STATE_1712,92,STATE_92,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,92,split
1713,STATE_1713,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1714,STATE_1714,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1715,STATE_1715,170,STATE_170,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,170,split
1716,STATE_1716,41,STATE_41,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,41,split
1717,STATE_1717,793,STATE_793,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,793,split
1718,STATE_1718,177,STATE_177,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,177,split
1719,STATE_1719,168,STATE_168,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,168,split
1720,STATE_1720,166,STATE_166,merge,,approve_selected,,Phase4c: conf=0.8 resource/building dist auto approve,166,merge
1721,STATE_1721,794,STATE_794,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,794,split
1722,STATE_1722,790,STATE_790,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,790,split
1723,STATE_1723,176,STATE_176,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,176,split
1724,STATE_1724,41,STATE_41,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,41,split
1725,STATE_1725,790,STATE_790,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,790,split
1726,STATE_1726,430,STATE_430,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,430,split
1727,STATE_1727,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1728,STATE_1728,807,STATE_807,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,807,split
1729,STATE_1729,70,STATE_70,merge,,approve_selected,,Phase4b: conf=0.714 owner/core conflict auto approve,70,merge
1730,STATE_1730,20,Rhone,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,20,split
1731,STATE_1731,1048,Moselgebiet,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,1048,split
1732,STATE_1732,18,STATE_18,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,18,split
1733,STATE_1733,17,Lorraine,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,17,split
1734,STATE_1734,17,Lorraine,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,17,merge
1735,impassable = yes #we do a substantial amount of trolling,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1736,impassable = yes #we do a substantial amount of trolling,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1737,STATE_1737,88,STATE_88,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,88,split
1738,STATE_1738,618,Dzungaria,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,618,split
1739,STATE_1739,617,STATE_617,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,617,merge
1740,STATE_1740,322,STATE_322,merge,,approve_selected,,Phase4c: conf=0.8 resource/building dist auto approve,322,merge
1741,STATE_1741,758,STATE_758,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,758,split
1742,STATE_1742,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1743,STATE_1743,604,STATE_604,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,604,split
1744,STATE_1744,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1745,STATE_1745,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1746,STATE_1746,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1747,STATE_1747,747,STATE_747,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,747,split
1748,STATE_1748,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1749,STATE_1749,747,STATE_747,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,747,split
1750,STATE_1750,325,STATE_325,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,325,merge
1751,STATE_1751,1046,STATE_1046,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1046,same_name
1752,STATE_1752,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1753,STATE_1753,616,STATE_616,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,616,split
1754,STATE_1754,34,STATE_34,split,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,34,split
1755,STATE_1755,157,STATE_157,split,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,157,split
1756,STATE_1756,161,STATE_161,split,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,161,split
1757,STATE_1757,157,STATE_157,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,157,split
1758,STATE_1758,162,STATE_162,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,162,split
1759,Languedoc,22,Languedoc,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,22,split
1760,STATE_1760,22,Languedoc,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,22,split
1761,STATE_1761,31,STATE_31,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,31,split
1762,STATE_1762,925,STATE_925,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,925,split
1763,STATE_1763,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1764,STATE_1764,50,Württemberg,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,50,split
1765,STATE_1765,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1766,STATE_1766,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1767,STATE_1767,55,STATE_55,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,55,split
1768,STATE_1768,91,Lwow,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,91,split
1769,STATE_1769,89,STATE_89,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,89,split
1770,STATE_1770,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1771,STATE_1771,199,STATE_199,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,199,split
1772,STATE_1772,199,STATE_199,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,199,split
1773,STATE_1773,1087,STATE_1087,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,1087,same_name
1774,Gomel,241,Gomel,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,241,split
1775,STATE_1775,87,STATE_87,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,87,merge
1776,STATE_1776,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1777,STATE_1777,755,STATE_755,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,755,split
1778,STATE_1778,754,STATE_754,split,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,754,split
1779,STATE_1779,754,STATE_754,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,754,split
1780,STATE_1780,283,STATE_283,same_name,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,283,same_name
1781,STATE_1781,754,STATE_754,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,754,split
1782,STATE_1782,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1783,STATE_1783,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1784,STATE_1784,756,STATE_756,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,756,merge
1785,STATE_1785,756,STATE_756,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,756,split
1786,STATE_1786,285,STATE_285,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,285,split
1787,STATE_1787,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1788,STATE_1788,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1789,STATE_1789,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1790,STATE_1790,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1791,STATE_1791,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1792,STATE_1792,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1793,STATE_1793,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1794,STATE_1794,325,STATE_325,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,325,merge
1795,STATE_1795,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1796,STATE_1796,510,STATE_510,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,510,split
1797,STATE_1797,510,STATE_510,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,510,split
1798,STATE_1798,26,Auveregne,merge,,approve_selected,,Phase5: low-conf auto approve (manual review recommended post-import),26,merge
1799,STATE_1799,27,Bourgogne,merge,,approve_selected,,Phase4c: conf=0.667 resource/building dist auto approve,27,merge
1800,STATE_1800,20,Rhone,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,20,split
1801,STATE_1801,21,Bouches-du-Rhône (Formerly Provence before Var split off),merge,,approve_selected,,Phase4c: conf=0.5 resource/building dist auto approve,21,merge
1802,STATE_1802,158,STATE_158,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,158,split
1803,STATE_1803,72,STATE_72,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,72,split
1804,STATE_1804,62,STATE_62,split,,approve_selected,,Phase4c: conf=0.5 resource/building dist auto approve,62,split
1805,STATE_1805,59,STATE_59,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,59,split
1806,STATE_1806,956,STATE_956,merge,,approve_selected,,Phase4c: conf=0.833 resource/building dist auto approve,956,merge
1807,STATE_1807,977,Antwerpen,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,977,split
1808,STATE_1808,977,Antwerpen,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,977,split
1809,Pampas,278,Pampas,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,278,split
1810,STATE_1810,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1811,STATE_1811,5,STATE_5,split,,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve,5,split
1812,STATE_1812,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1813,STATE_1813,773,Cameroon,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,773,split
1814,Mali (previously French West Africa),899,STATE_899,province_overlap,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,899,province_overlap
1815,Mali (previously French West Africa),898,STATE_898,province_overlap,,approve_selected,,Phase2: conf=1.0 issues=1 auto approve,898,province_overlap
1816,Guinea,780,Guinea,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,780,split
1817,STATE_1817,422,STATE_422,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,422,split
1818,STATE_1818,1005,STATE_1005,merge,,approve_selected,,Phase4b: conf=0.6 owner/core conflict auto approve,1005,merge
1819,STATE_1819,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1820,STATE_1820,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1821,STATE_1821,1005,STATE_1005,merge,,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve,1005,merge
1822,STATE_1822,1006,STATE_1006,merge,,approve_selected,,Phase4c: conf=0.5 resource/building dist auto approve,1006,merge
1823,STATE_1823,60,STATE_60,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,60,split
1824,STATE_1824,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1825,STATE_1825,659,STATE_659,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,659,split
1826,STATE_1826,678,STATE_678,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,678,split
1827,STATE_1827,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1828,STATE_1828,404,Kyzyl Orda,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,404,split
1829,Magallanes,507,Magallanes,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,507,split
1830,STATE_1830,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1831,STATE_1831,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1832,STATE_1832,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1833,STATE_1833,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1834,STATE_1834,489,Zulia,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,489,split
1835,STATE_1835,307,Miranda,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,307,split
1836,STATE_1836,488,STATE_488,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,488,split
1837,STATE_1837,488,STATE_488,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,488,split
1838,STATE_1838,278,Pampas,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,278,split
1839,STATE_1839,29,STATE_29,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,29,split
1840,STATE_1840,877,Verkhoyansk,merge,,approve_selected,,Phase4a: conf=0.833 owner/core conflict auto approve,877,merge
1841,STATE_1841,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1842,STATE_1842,21,Bouches-du-Rhône (Formerly Provence before Var split off),split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,21,split
1843,STATE_1843,479,STATE_479,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,479,split
1844,STATE_1844,476,STATE_476,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,476,split
1845,STATE_1845,277,STATE_277,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,277,split
1846,STATE_1846,485,STATE_485,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,485,split
1847,STATE_1847,855,STATE_855,merge,,approve_selected,,Phase5: low-conf auto approve (manual review recommended post-import),855,merge
1848,STATE_1848,481,Durango,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,481,split
1849,STATE_1849,475,STATE_475,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,475,split
1850,STATE_1850,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1851,STATE_1851,313,STATE_313,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,313,split
1852,STATE_1852,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1853,STATE_1853,687,STATE_687,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,687,split
1854,STATE_1854,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1855,STATE_1855,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1856,STATE_1856,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1857,STATE_1857,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1858,STATE_1858,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1859,STATE_1859,388,STATE_388,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,388,split
1860,STATE_1860,390,STATE_390,split,,approve_selected,,Phase3: conf=1.0 issues=3 auto approve,390,split
1861,STATE_1861,384,STATE_384,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,384,split
1862,STATE_1862,381,STATE_381,split,,approve_selected,,Phase3: conf=1.0 issues=4 auto approve,381,split
1863,STATE_1863,389,STATE_389,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,389,split
1864,STATE_1864,,,new_bsr_state,,keep_bsr,,Phase1: new_bsr_state auto keep_bsr,,new_bsr_state
1865,STATE_1865,152,STATE_152,split,,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve,152,split
1866,STATE_1866,54,STATE_54,split,,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve,54,split
