bsr_state_id,bsr_state_name,selected_tsr_state_id,selected_tsr_state_name,selected_mapping_type,selected_confidence,alternative_mapping_count,selection_notes
1557,STATE_1557,94,STATE_94,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=3/9; bsr_source_count=1
1558,STATE_1558,88,STATE_88,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/9; bsr_source_count=1
1559,STATE_1559,36,STATE_36,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=1/5; bsr_source_count=1
1560,STATE_1560,86,STATE_86,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/6; bsr_source_count=1
1561,STATE_1561,807,STATE_807,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/8; bsr_source_count=1
1562,STATE_1562,463,STATE_463,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1563,STATE_1563,784,STATE_784,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1564,STATE_1564,463,STATE_463,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1565,STATE_1565,,,new_bsr_state,1.000,1,no TSR overlay candidate
1566,STATE_1566,377,STATE_377,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
1567,STATE_1567,376,STATE_376,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=1
1568,STATE_1568,855,STATE_855,split,0.750,2,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
1569,Arabian Desert,457,Arabian Desert,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
1570,STATE_1570,73,STATE_73,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1571,STATE_1571,137,STATE_137,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=1
1572,STATE_1572,928,KYME,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=1
1573,STATE_1573,819,STATE_819,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1574,STATE_1574,957,STATE_957,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2
1575,STATE_1575,513,Tlmecen,merge,0.625,2,split+merge; province_overlap=5; tsr_overlap_rank=3/5; bsr_source_count=2
1576,STATE_1576,950,STATE_950,merge,0.800,2,merge; province_overlap=4; bsr_source_count=2
1577,STATE_1577,459,Algiers,merge,0.700,2,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2
1578,STATE_1578,503,STATE_503,merge,0.750,2,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2
1579,STATE_1579,952,STATE_952,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=2
1580,STATE_1580,959,STATE_959,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1581,STATE_1581,17,Lorraine,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1
1582,STATE_1582,785,STATE_785,split,0.667,1,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
1583,STATE_1583,,,new_bsr_state,1.000,0,no TSR overlay candidate
1584,STATE_1584,,,new_bsr_state,1.000,1,no TSR overlay candidate
1585,STATE_1585,,,new_bsr_state,1.000,1,no TSR overlay candidate
1586,STATE_1586,454,Palestine,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1
1587,STATE_1587,98,STATE_98,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
1588,STATE_1588,88,STATE_88,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=8/9; bsr_source_count=1
1589,STATE_1589,92,STATE_92,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1590,STATE_1590,93,STATE_93,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1
1591,STATE_1591,,,new_bsr_state,1.000,0,no TSR overlay candidate
1592,STATE_1592,,,new_bsr_state,1.000,0,no TSR overlay candidate
1593,STATE_1593,,,new_bsr_state,1.000,0,no TSR overlay candidate
1594,STATE_1594,101,STATE_101,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1595,STATE_1595,184,STATE_184,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1596,STATE_1596,161,STATE_161,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
1597,STATE_1597,276,Southern Ontario,split,1.000,1,split; province_overlap=13; tsr_overlap_rank=2/2; bsr_source_count=1
1598,STATE_1598,,,new_bsr_state,1.000,1,no TSR overlay candidate
1599,STATE_1599,88,STATE_88,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/9; bsr_source_count=1
1600,STATE_1600,763,STATE_763,split,0.750,1,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1
1601,STATE_1601,47,Thessaly,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=2
1602,STATE_1602,94,STATE_94,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=8/9; bsr_source_count=1
1603,STATE_1603,,,new_bsr_state,1.000,0,no TSR overlay candidate
1604,STATE_1604,11,STATE_11,merge,0.500,2,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2
1605,STATE_1605,487,STATE_487,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1606,STATE_1606,,,new_bsr_state,1.000,1,no TSR overlay candidate
1607,STATE_1607,682,STATE_682,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1608,STATE_1608,391,STATE_391,split,0.667,1,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1609,STATE_1609,,,new_bsr_state,1.000,0,no TSR overlay candidate
1610,STATE_1610,389,STATE_389,split,0.800,1,split; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=1
1611,STATE_1611,65,STATE_65,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1
1612,STATE_1612,,,new_bsr_state,1.000,1,no TSR overlay candidate
1613,STATE_1613,,,new_bsr_state,1.000,0,no TSR overlay candidate
1614,STATE_1614,,,new_bsr_state,1.000,0,no TSR overlay candidate
1615,STATE_1615,371,STATE_371,split,0.400,1,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1
1616,STATE_1616,375,STATE_375,split,0.750,1,split; province_overlap=3; tsr_overlap_rank=6/8; bsr_source_count=1
1617,STATE_1617,66,STATE_66,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/7; bsr_source_count=1
1618,STATE_1618,371,STATE_371,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
1619,STATE_1619,206,STATE_206,merge,0.500,3,split+merge; province_overlap=2; tsr_overlap_rank=4/4; bsr_source_count=3
1620,STATE_1620,207,STATE_207,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
1621,STATE_1621,463,STATE_463,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
1622,STATE_1622,31,STATE_31,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/7; bsr_source_count=1
1623,STATE_1623,376,STATE_376,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=3/7; bsr_source_count=1
1624,STATE_1624,198,STATE_198,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
1625,STATE_1625,1054,STATE_1054,split,0.500,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1626,Varsinais Suomi / Finland Proper,926,TURKU AND PORI,merge,0.750,3,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=3
1627,Savo / Tavastland / Tavastia,927,HÄME,merge,0.714,6,split+merge; province_overlap=10; tsr_overlap_rank=1/4; bsr_source_count=6
1628,Savo / Tavastland / Tavastia,929,OULU,merge,0.818,3,split+merge; province_overlap=9; tsr_overlap_rank=1/3; bsr_source_count=3
1629,Savo / Tavastland / Tavastia,929,OULU,merge,0.889,2,split+merge; province_overlap=8; tsr_overlap_rank=2/3; bsr_source_count=2
1630,Savo / Tavastland / Tavastia,148,LAPPI,merge,0.533,2,split+merge; province_overlap=8; tsr_overlap_rank=2/3; bsr_source_count=2
1631,Vaasa,149,VAASA,merge,0.800,2,split+merge; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=2
1632,STATE_1632,382,STATE_382,split,0.500,2,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1633,STATE_1633,,,new_bsr_state,1.000,0,no TSR overlay candidate
1634,STATE_1634,,,new_bsr_state,1.000,0,no TSR overlay candidate
1635,STATE_1635,,,new_bsr_state,1.000,0,no TSR overlay candidate
1636,STATE_1636,,,new_bsr_state,1.000,0,no TSR overlay candidate
1637,STATE_1637,142,STATE_142,merge,0.600,4,split+merge; province_overlap=6; tsr_overlap_rank=2/3; bsr_source_count=4
1638,STATE_1638,920,STATE_920,merge,0.800,2,split+merge; province_overlap=4; tsr_overlap_rank=3/4; bsr_source_count=2
1639,STATE_1639,,,new_bsr_state,1.000,2,no TSR overlay candidate
1640,STATE_1640,385,STATE_385,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=3/3; bsr_source_count=1
1641,STATE_1641,387,STATE_387,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
1642,STATE_1642,,,new_bsr_state,1.000,0,no TSR overlay candidate
1643,STATE_1643,,,new_bsr_state,1.000,0,no TSR overlay candidate
1644,STATE_1644,687,STATE_687,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1645,STATE_1645,,,new_bsr_state,1.000,0,no TSR overlay candidate
1646,STATE_1646,,,new_bsr_state,1.000,0,no TSR overlay candidate
1647,STATE_1647,,,new_bsr_state,1.000,0,no TSR overlay candidate
1648,STATE_1648,357,STATE_357,split,0.500,1,split; province_overlap=1; tsr_overlap_rank=7/8; bsr_source_count=1
1649,STATE_1649,385,STATE_385,split,1.000,1,split; province_overlap=9; tsr_overlap_rank=1/3; bsr_source_count=1
1650,STATE_1650,,,new_bsr_state,1.000,0,no TSR overlay candidate
1651,STATE_1651,,,new_bsr_state,1.000,0,no TSR overlay candidate
1652,STATE_1652,381,STATE_381,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1
1653,STATE_1653,,,new_bsr_state,1.000,4,no TSR overlay candidate
1654,STATE_1654,22,Languedoc,merge,0.833,2,split+merge; province_overlap=5; tsr_overlap_rank=1/4; bsr_source_count=2
1655,STATE_1655,63,STATE_63,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=6/9; bsr_source_count=1
1656,STATE_1656,95,STATE_95,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
1657,STATE_1657,919,STATE_919,merge,1.000,2,merge; province_overlap=10; bsr_source_count=2
1658,STATE_1658,466,STATE_466,split,0.833,1,split; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=1
1659,STATE_1659,332,STATE_332,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1660,STATE_1660,,,new_bsr_state,1.000,0,no TSR overlay candidate
1661,STATE_1661,339,STATE_339,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
1662,STATE_1662,340,STATE_340,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
1663,STATE_1663,343,Afyon,merge,0.400,3,split+merge; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=3
1664,STATE_1664,344,STATE_344,same_name,1.000,1,province_overlap=3
1665,STATE_1665,,,new_bsr_state,1.000,0,no TSR overlay candidate
1666,STATE_1666,1074,STATE_1074,same_name,1.000,2,province_overlap=1
1667,STATE_1667,472,STATE_472,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1668,STATE_1668,472,STATE_472,split,0.333,2,split; province_overlap=1; tsr_overlap_rank=2/4; bsr_source_count=1
1669,STATE_1669,865,STATE_865,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
1670,STATE_1670,867,STATE_867,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
1671,STATE_1671,866,STATE_866,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1672,STATE_1672,866,STATE_866,merge,0.750,2,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2
1673,STATE_1673,,,new_bsr_state,1.000,0,no TSR overlay candidate
1674,STATE_1674,,,new_bsr_state,1.000,0,no TSR overlay candidate
1675,STATE_1675,339,STATE_339,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1676,STATE_1676,379,STATE_379,split,0.500,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1677,STATE_1677,,,new_bsr_state,1.000,0,no TSR overlay candidate
1678,STATE_1678,356,Kastamonu,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
1679,STATE_1679,4,STATE_4,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
1680,STATE_1680,,,new_bsr_state,1.000,0,no TSR overlay candidate
1681,STATE_1681,261,STATE_261,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
1682,STATE_1682,360,STATE_360,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=3/3; bsr_source_count=1
1683,STATE_1683,360,STATE_360,split,0.917,2,split; province_overlap=11; tsr_overlap_rank=2/3; bsr_source_count=1
1684,STATE_1684,358,STATE_358,split,1.000,1,split; province_overlap=14; tsr_overlap_rank=2/3; bsr_source_count=1
1685,STATE_1685,,,new_bsr_state,1.000,1,no TSR overlay candidate
1686,STATE_1686,682,STATE_682,split,1.000,1,split; province_overlap=12; tsr_overlap_rank=1/4; bsr_source_count=1
1687,STATE_1687,862,STATE_862,merge,0.625,3,split+merge; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=3
1688,STATE_1688,502,STATE_502,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
1689,STATE_1689,378,STATE_378,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=10/13; bsr_source_count=1
1690,STATE_1690,378,STATE_378,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=4/13; bsr_source_count=1
1691,STATE_1691,378,STATE_378,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=6/13; bsr_source_count=1
1692,STATE_1692,378,STATE_378,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=8/13; bsr_source_count=1
1693,STATE_1693,378,STATE_378,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=9/13; bsr_source_count=1
1694,STATE_1694,378,STATE_378,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=3/13; bsr_source_count=1
1695,STATE_1695,378,STATE_378,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=7/13; bsr_source_count=1
1696,STATE_1696,378,STATE_378,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=11/13; bsr_source_count=1
1697,STATE_1697,375,STATE_375,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=8/8; bsr_source_count=1
1698,STATE_1698,375,STATE_375,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=7/8; bsr_source_count=1
1699,STATE_1699,375,STATE_375,split,1.000,1,split; province_overlap=7; tsr_overlap_rank=3/8; bsr_source_count=1
1700,STATE_1700,63,STATE_63,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=9/9; bsr_source_count=1
1701,STATE_1701,63,STATE_63,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/9; bsr_source_count=1
1702,STATE_1702,68,STATE_68,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1
1703,STATE_1703,,,new_bsr_state,1.000,1,no TSR overlay candidate
1704,STATE_1704,348,Kayseri,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=1
1705,STATE_1705,66,STATE_66,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=1/7; bsr_source_count=1
1706,STATE_1706,66,STATE_66,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1
1707,STATE_1707,342,Antalya,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
1708,STATE_1708,130,STATE_130,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
1709,STATE_1709,123,STATE_123,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2
1710,STATE_1710,9,STATE_9,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2
1711,STATE_1711,,,new_bsr_state,1.000,0,no TSR overlay candidate
1712,STATE_1712,92,STATE_92,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
1713,STATE_1713,,,new_bsr_state,1.000,0,no TSR overlay candidate
1714,STATE_1714,,,new_bsr_state,1.000,0,no TSR overlay candidate
1715,STATE_1715,170,STATE_170,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=2/3; bsr_source_count=1
1716,STATE_1716,41,STATE_41,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=3/3; bsr_source_count=1
1717,STATE_1717,793,STATE_793,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1
1718,STATE_1718,177,STATE_177,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1719,STATE_1719,168,STATE_168,split,1.000,1,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
1720,STATE_1720,166,STATE_166,merge,0.800,2,split+merge; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=2
1721,STATE_1721,794,STATE_794,split,1.000,1,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1
1722,STATE_1722,790,STATE_790,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
1723,STATE_1723,176,STATE_176,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1
1724,STATE_1724,41,STATE_41,split,1.000,1,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1
1725,STATE_1725,790,STATE_790,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1726,STATE_1726,430,STATE_430,split,1.000,1,split; province_overlap=11; tsr_overlap_rank=1/2; bsr_source_count=1
1727,STATE_1727,,,new_bsr_state,1.000,0,no TSR overlay candidate
1728,STATE_1728,807,STATE_807,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=7/8; bsr_source_count=1
1729,STATE_1729,70,STATE_70,merge,0.714,2,split+merge; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=2
1730,STATE_1730,20,Rhone,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/7; bsr_source_count=1
1731,STATE_1731,1048,Moselgebiet,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=1/2; bsr_source_count=1
1732,STATE_1732,18,STATE_18,split,0.500,2,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1
1733,STATE_1733,17,Lorraine,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/6; bsr_source_count=1
1734,STATE_1734,17,Lorraine,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=2
1735,impassable = yes #we do a substantial amount of trolling,,,new_bsr_state,1.000,0,no TSR overlay candidate
1736,impassable = yes #we do a substantial amount of trolling,,,new_bsr_state,1.000,0,no TSR overlay candidate
1737,STATE_1737,88,STATE_88,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/9; bsr_source_count=1
1738,STATE_1738,618,Dzungaria,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1
1739,STATE_1739,617,STATE_617,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2
1740,STATE_1740,322,STATE_322,merge,0.800,2,split+merge; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=2
1741,STATE_1741,758,STATE_758,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
1742,STATE_1742,,,new_bsr_state,1.000,0,no TSR overlay candidate
1743,STATE_1743,604,STATE_604,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
1744,STATE_1744,,,new_bsr_state,1.000,2,no TSR overlay candidate
1745,STATE_1745,,,new_bsr_state,1.000,1,no TSR overlay candidate
1746,STATE_1746,,,new_bsr_state,1.000,2,no TSR overlay candidate
1747,STATE_1747,747,STATE_747,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
1748,STATE_1748,,,new_bsr_state,1.000,1,no TSR overlay candidate
1749,STATE_1749,747,STATE_747,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1
1750,STATE_1750,325,STATE_325,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=2
1751,STATE_1751,1046,STATE_1046,same_name,1.000,2,province_overlap=2
1752,STATE_1752,,,new_bsr_state,1.000,1,no TSR overlay candidate
1753,STATE_1753,616,STATE_616,split,0.500,2,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1754,STATE_1754,34,STATE_34,split,0.667,2,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
1755,STATE_1755,157,STATE_157,split,0.667,2,split; province_overlap=2; tsr_overlap_rank=4/5; bsr_source_count=1
1756,STATE_1756,161,STATE_161,split,0.667,2,split; province_overlap=2; tsr_overlap_rank=4/4; bsr_source_count=1
1757,STATE_1757,157,STATE_157,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
1758,STATE_1758,162,STATE_162,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
1759,Languedoc,22,Languedoc,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1760,STATE_1760,22,Languedoc,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1761,STATE_1761,31,STATE_31,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1
1762,STATE_1762,925,STATE_925,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1
1763,STATE_1763,,,new_bsr_state,1.000,2,no TSR overlay candidate
1764,STATE_1764,50,Württemberg,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=1/6; bsr_source_count=1
1765,STATE_1765,,,new_bsr_state,1.000,0,no TSR overlay candidate
1766,STATE_1766,,,new_bsr_state,1.000,0,no TSR overlay candidate
1767,STATE_1767,55,STATE_55,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
1768,STATE_1768,91,Lwow,split,0.500,1,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
1769,STATE_1769,89,STATE_89,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1770,STATE_1770,,,new_bsr_state,1.000,0,no TSR overlay candidate
1771,STATE_1771,199,STATE_199,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
1772,STATE_1772,199,STATE_199,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1773,STATE_1773,1087,STATE_1087,same_name,1.000,5,province_overlap=1
1774,Gomel,241,Gomel,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1775,STATE_1775,87,STATE_87,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=2
1776,STATE_1776,,,new_bsr_state,1.000,0,no TSR overlay candidate
1777,STATE_1777,755,STATE_755,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
1778,STATE_1778,754,STATE_754,split,0.500,1,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1779,STATE_1779,754,STATE_754,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
1780,STATE_1780,283,STATE_283,same_name,1.000,2,province_overlap=1
1781,STATE_1781,754,STATE_754,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1782,STATE_1782,,,new_bsr_state,1.000,0,no TSR overlay candidate
1783,STATE_1783,,,new_bsr_state,1.000,0,no TSR overlay candidate
1784,STATE_1784,756,STATE_756,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2
1785,STATE_1785,756,STATE_756,split,1.000,1,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
1786,STATE_1786,285,STATE_285,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1787,STATE_1787,,,new_bsr_state,1.000,1,no TSR overlay candidate
1788,STATE_1788,,,new_bsr_state,1.000,1,no TSR overlay candidate
1789,STATE_1789,,,new_bsr_state,1.000,1,no TSR overlay candidate
1790,STATE_1790,,,new_bsr_state,1.000,1,no TSR overlay candidate
1791,STATE_1791,,,new_bsr_state,1.000,1,no TSR overlay candidate
1792,STATE_1792,,,new_bsr_state,1.000,3,no TSR overlay candidate
1793,STATE_1793,,,new_bsr_state,1.000,2,no TSR overlay candidate
1794,STATE_1794,325,STATE_325,merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2
1795,STATE_1795,,,new_bsr_state,1.000,1,no TSR overlay candidate
1796,STATE_1796,510,STATE_510,split,1.000,1,split; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=1
1797,STATE_1797,510,STATE_510,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1798,STATE_1798,26,Auveregne,merge,0.333,3,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=3
1799,STATE_1799,27,Bourgogne,merge,0.667,2,split+merge; province_overlap=2; tsr_overlap_rank=2/8; bsr_source_count=2
1800,STATE_1800,20,Rhone,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=3/7; bsr_source_count=1
1801,STATE_1801,21,Bouches-du-Rhône (Formerly Provence before Var split off),merge,0.500,2,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
1802,STATE_1802,158,STATE_158,split,1.000,1,split; province_overlap=2; tsr_overlap_rank=5/6; bsr_source_count=1
1803,STATE_1803,72,STATE_72,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1804,STATE_1804,62,STATE_62,split,0.500,1,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1805,STATE_1805,59,STATE_59,split,1.000,1,split; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=1
1806,STATE_1806,956,STATE_956,merge,0.833,2,split+merge; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=2
1807,STATE_1807,977,Antwerpen,split,1.000,1,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
