tsr_state_id,tsr_state_name,bsr_state_id,bsr_state_name,mapping_type,confidence,notes,bsr_continent,tsr_owner,bsr_owner,tsr_controller,bsr_controller,tsr_cores,bsr_cores
785,STATE_785,1877,STATE_1877,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,FRA
909,STATE_909,1903,STATE_1903,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1,europe,GER,GER,,,GER PRE SHL,GER PRE SHL
66,STATE_66,1905,STATE_1905,split,1.000,split; province_overlap=1; tsr_overlap_rank=7/7; bsr_source_count=1,europe,GER,GER,,,GER PRE SIL,GER PRE SIL
64,STATE_64,1920,STATE_1920,split,1.000,split; province_overlap=2; tsr_overlap_rank=4/6; bsr_source_count=1,europe,GER,GER,,,GER PRE,GER PRE
65,STATE_65,1926,STATE_1926,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1,europe,GER,GER,,,GER SAX,GER PRE
28,Alsace-Lorraine,1934,STATE_1934,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=1,europe,GER,FRA,,GER,FRA GER,ALS FRA
78,STATE_78,1939,STATE_1939,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1,europe,RUS,ROM,,SOV,MOL ROM,MOL ROM
766,STATE_766,1940,STATE_1940,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1,europe,RUS,ROM,,SOV,MOL ROM UKR,MOL ROM UKR
54,STATE_54,1964,STATE_1964,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,GER,GER,,,BAY GER,GER WUR
978,Baden,1965,STATE_1965,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1,europe,GER,GER,,,GER WUR,BDN GER
827,STATE_827,1968,STATE_1968,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KBK RUS; bsr_tags=CIR KBR SOV,europe,RUS,SOV,,,KBK RUS,CIR KBR SOV
97,STATE_97,1969,STATE_1969,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1,europe,RUS,POL,,SOV,BLR POL,POL
86,STATE_86,1973,STATE_1973,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1,europe,GER,POL,,GER,GER POL,POL
36,STATE_36,1974,STATE_1974,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1,europe,HOL,HOL,,,HOL,HOL
36,STATE_36,1975,STATE_1975,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1,europe,HOL,HOL,,,HOL,GEL HOL
35,STATE_35,1976,STATE_1976,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1,europe,HOL,HOL,,,HOL,HOL ZEE
466,STATE_466,1984,STATE_1984,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CAN QUE; bsr_tags=GAL GER POL,europe,CAN,POL,,GER,CAN QUE,GAL POL
974,South Transdanubia,1985,STATE_1985,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1,europe,HUN,HUN,,,HUN,HUN
973,STATE_973,1986,STATE_1986,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,HUN,HUN,,,HUN,HUN
45,STATE_45,1987,STATE_1987,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1,europe,HUN,YUG,,HUN,SER YUG,SER VOJ YUG
764,STATE_764,1988,STATE_1988,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,HUN,YUG,HUN,GER,SER TRA YUG,BNT SER VOJ YUG
980,STATE_980,1989,STATE_1989,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,BEL,BEL,,GER,BEL,BEL WLL
980,STATE_980,1990,STATE_1990,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1,europe,BEL,BEL,,GER,BEL,BEL WLL
814,STATE_814,1992,STATE_1992,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,RUS,LIT,,SOV,LIT,LIT
207,STATE_207,1993,STATE_1993,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1,europe,RUS,SOV,,,BLR RUS,BLR SOV
207,STATE_207,1994,STATE_1994,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,europe,RUS,SOV,,,BLR RUS,BLR SOV
194,Mozyr,1995,STATE_1995,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1,europe,RUS,SOV,,,BLR RUS,BLR SOV
201,STATE_201,1996,STATE_1996,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1,europe,RUS,SOV,,,RUS UKR,SOV UKR
784,STATE_784,1997,STATE_1997,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1,europe,RUS,POL,,SOV,LIT POL,LIT POL
341,STATE_341,2002,STATE_2002,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,GRE,TUR,GRE,,GRE TUR,THR TUR
104,STATE_104,2004,STATE_2004,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/8; bsr_source_count=1,europe,YUG,YUG,,CRO,BOS YUG,BOS YUG
1058,STATE_1058,2005,STATE_2005,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARM RUS; bsr_tags=TUR,middle_east,RUS,TUR,RUS,,ARM,TUR
231,STATE_231,2007,STATE_2007,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=1,europe,RUS,SOV,,,GEO RUS,GEO SOV
232,Dagestan,2010,STATE_2010,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1,europe,RUS,SOV,,,DAG RUS,DAG SOV
104,STATE_104,2011,STATE_2011,split,1.000,split; province_overlap=1; tsr_overlap_rank=8/8; bsr_source_count=1,europe,YUG,YUG,,CRO,BOS YUG,BOS YUG
109,Croatia,2012,STATE_2012,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1,europe,YUG,YUG,,CRO,CRO YUG,CRO VOJ YUG
63,STATE_63,2014,STATE_2014,split,1.000,split; province_overlap=1; tsr_overlap_rank=8/9; bsr_source_count=1,europe,GER,GER,,,GER KSH PRE,GER PRE
159,STATE_159,2016,STATE_2016,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1,europe,ITA,ITA,,,ITA LBV,ITA VEC
157,STATE_157,2017,STATE_2017,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/5; bsr_source_count=1,europe,ITA,ITA,,,ITA PAP,ITA KTS
189,STATE_189,2019,STATE_2019,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,RUS,LIT,,SOV,LIT,LIT
126,STATE_126,2024,STATE_2024,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1,europe,ENG,ENG,,,ENG,ENG
931,STATE_931,2025,STATE_2025,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1,europe,ENG,ENG,,,ENG,ENG
931,STATE_931,2026,STATE_2026,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1,europe,ENG,ENG,,,ENG,ENG
86,STATE_86,2031,STATE_2031,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,europe,GER,POL,,GER,GER POL,POL
68,STATE_68,2032,STATE_2032,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1,europe,GER,GER,,,GER PRE,GER LUS PRE
64,STATE_64,2033,STATE_2033,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1,europe,GER,GER,,,GER PRE,GER PRE
68,STATE_68,2034,STATE_2034,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1,europe,GER,GER,,,GER PRE,GER PRE
68,STATE_68,2035,STATE_2035,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/6; bsr_source_count=1,europe,GER,GER,,,GER PRE,GER PRE
65,STATE_65,2036,STATE_2036,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1,europe,GER,GER,,,GER SAX,GER PRE
1062,STATE_1062,2039,STATE_2039,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,BGN FRA
27,Bourgogne,2040,STATE_2040,split,1.000,split; province_overlap=1; tsr_overlap_rank=8/8; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,BGN FRA
17,Lorraine,2041,STATE_2041,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,BGN FRA
27,Bourgogne,2042,STATE_2042,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/8; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,BGN FRA
27,Bourgogne,2043,STATE_2043,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/8; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,BGN FRA
27,Bourgogne,2044,STATE_2044,split,1.000,split; province_overlap=1; tsr_overlap_rank=7/8; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,BGN FRA
351,Vologda,1371,STATE_1371,manual,0.960,incompatible province overlap rejected for automatic overlay; province_overlap=24; tsr_tags=RUS; bsr_tags=SOV,europe,RUS,SOV,,,RUS,SOV
216,STATE_216,216,STATE_216,merge,0.950,merge; province_overlap=19; bsr_source_count=2,europe,RUS,SOV,,,KAR RUS,KAR SOV
143,STATE_143,143,STATE_143,merge,0.941,split+merge; province_overlap=16; tsr_overlap_rank=1/2; bsr_source_count=3,europe,NOR,NOR,,GER,NOR SMI,NOR
833,STATE_833,256,STATE_256,manual,0.941,incompatible province overlap rejected for automatic overlay; province_overlap=16; tsr_tags=MEL RUS; bsr_tags=SOV,europe,RUS,SOV,,,MEL RUS,SOV
9,STATE_9,9,STATE_9,split,0.929,split; province_overlap=13; tsr_overlap_rank=1/2; bsr_source_count=1,europe,CZE,CZE,GER,PBM,CZE,CZE PBM
25,STATE_25,25,STATE_25,merge,0.923,split+merge; province_overlap=12; tsr_overlap_rank=1/2; bsr_source_count=3,europe,FRA,FRA,,,FRA OCC,FRA OCC
215,STATE_215,929,STATE_929,split,0.923,split; province_overlap=12; tsr_overlap_rank=2/5; bsr_source_count=1,europe,RUS,SOV,,,KAR RUS,KAR SOV
170,STATE_170,170,STATE_170,split,0.917,split; province_overlap=11; tsr_overlap_rank=1/3; bsr_source_count=1,europe,SPR,SPR,,,SPR,SPR
589,STATE_589,1148,STATE_1148,merge,0.917,split+merge; province_overlap=11; tsr_overlap_rank=1/2; bsr_source_count=2,asia,RUS,SOV,,,KAZ RUS,KAZ SOV
584,STATE_584,1462,STATE_1462,merge,0.917,split+merge; province_overlap=11; tsr_overlap_rank=1/6; bsr_source_count=2,asia,RUS,SOV,,,RUS TMS,SOV TMS
31,STATE_31,31,STATE_31,merge,0.909,split+merge; province_overlap=10; tsr_overlap_rank=1/7; bsr_source_count=2,europe,FRA,FRA,,,FRA OCC,FRA OCC
225,Sumy,225,STATE_225,merge,0.909,split+merge; province_overlap=10; tsr_overlap_rank=1/2; bsr_source_count=2,europe,RUS,SOV,,,RUS UKR,SOV UKR
14,STATE_14,14,STATE_14,split,0.900,split; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=1,europe,FRA,FRA,,GER,BRI FRA,BRI FRA
259,Poltava,259,STATE_259,merge,0.900,split+merge; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=3,europe,RUS,SOV,,,RUS UKR,SOV UKR
232,Dagestan,931,STATE_931,split,0.900,split; province_overlap=9; tsr_overlap_rank=1/5; bsr_source_count=1,europe,RUS,SOV,,,DAG RUS,DAG SOV
142,STATE_142,142,STATE_142,merge,0.895,split+merge; province_overlap=17; tsr_overlap_rank=1/3; bsr_source_count=2,europe,NOR,NOR,,GER,NOR,NOR
228,Voroshilovgrad,228,Voroshilovgrad,split,0.889,split; province_overlap=8; tsr_overlap_rank=1/3; bsr_source_count=1,europe,RUS,SOV,,,RUS UKR,SOV UKR
263,STATE_263,1161,STATE_1161,manual,0.889,incompatible province overlap rejected for automatic overlay; province_overlap=8; tsr_tags=RUS; bsr_tags=SOV,europe,RUS,SOV,,,RUS,SOV
213,STATE_213,1382,STATE_1382,manual,0.889,incompatible province overlap rejected for automatic overlay; province_overlap=8; tsr_tags=RUS SMI; bsr_tags=SOV,europe,RUS,SOV,,,RUS SMI,SOV
929,OULU,1629,Savo / Tavastland / Tavastia,merge,0.889,split+merge; province_overlap=8; tsr_overlap_rank=2/3; bsr_source_count=2,europe,RUS,FIN,RUS,,FIN,FIN
925,STATE_925,144,STATE_144,merge,0.882,split+merge; province_overlap=15; tsr_overlap_rank=1/2; bsr_source_count=2,europe,NOR,NOR,,GER,NOR SMI,NOR
402,STATE_402,402,STATE_402,merge,0.880,split+merge; province_overlap=22; tsr_overlap_rank=1/3; bsr_source_count=2,asia,RUS,SOV,,,KAZ RUS,KAZ SOV
23,STATE_23,23,STATE_23,merge,0.875,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2,europe,FRA,FRA,,GER,FRA,FRA
54,STATE_54,54,STATE_54,merge,0.875,split+merge; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=2,europe,GER,GER,,,BAY GER,BAY GER
107,STATE_107,107,STATE_107,merge,0.875,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2,europe,YUG,YUG,,SER,SER YUG,SER YUG
215,STATE_215,928,STATE_928,split,0.875,split; province_overlap=14; tsr_overlap_rank=1/5; bsr_source_count=1,europe,RUS,SOV,,,KAR RUS,KAR SOV
144,Nordland,1014,STATE_1014,merge,0.875,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2,europe,NOR,NOR,,GER,NOR SMI,NOR
397,STATE_397,397,STATE_397,merge,0.864,merge; province_overlap=19; bsr_source_count=3,europe,RUS,SOV,,,KOM RUS,KOM SOV
881,Karagandy,404,STATE_404,merge,0.864,split+merge; province_overlap=19; tsr_overlap_rank=1/3; bsr_source_count=3,asia,RUS,SOV,,,KAZ RUS,KAZ SOV
56,STATE_56,56,STATE_56,merge,0.857,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2,europe,GER,GER,,,GER HAN PRE,GER HAN PRE
976,STATE_976,1149,STATE_1149,merge,0.857,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2,europe,GER,AUS,GER,GER,AUS GER,AUS GER
76,STATE_76,1201,STATE_1201,split,0.857,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1,europe,ROM,ROM,,HUN,ROM TRA,ROM TRA
20,Rhone,20,STATE_20,merge,0.833,split+merge; province_overlap=5; tsr_overlap_rank=1/7; bsr_source_count=2,europe,FRA,FRA,,,FRA OCC,FRA OCC
117,Campania,117,STATE_117,merge,0.833,split+merge; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=2,europe,ITA,ITA,,,ITA TTS,ITA KTS
878,Khatangsky,516,STATE_516,manual,0.833,incompatible province overlap rejected for automatic overlay; province_overlap=5; tsr_tags=RUS TAY; bsr_tags=SIB SOV,asia,RUS,SOV,,,RUS TAY,SIB SOV
224,STATE_224,927,STATE_927,manual,0.833,incompatible province overlap rejected for automatic overlay; province_overlap=5; tsr_tags=RUS; bsr_tags=MUS SOV,europe,RUS,SOV,,,RUS,MUS SOV
158,STATE_158,988,STATE_988,split,0.833,split; province_overlap=5; tsr_overlap_rank=1/6; bsr_source_count=1,europe,ITA,ITA,,,ITA SPM,ITA SRD
193,Chernihiv,1126,STATE_1126,merge,0.833,split+merge; province_overlap=5; tsr_overlap_rank=2/5; bsr_source_count=2,europe,RUS,SOV,,,RUS UKR,SOV UKR
241,Gomel,1163,Karma,split,0.833,split; province_overlap=10; tsr_overlap_rank=1/3; bsr_source_count=1,europe,RUS,SOV,,,BLR RUS,BLR SOV
823,Karakalpakstan,1467,STATE_1467,merge,0.833,split+merge; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=2,asia,RUS,SOV,,,KKP RUS UZB,KPS SOV UZB
22,Languedoc,1654,STATE_1654,merge,0.833,split+merge; province_overlap=5; tsr_overlap_rank=1/4; bsr_source_count=2,europe,FRA,FRA,,,FRA OCC,FRA OCC
877,Verkhoyansk,1840,STATE_1840,merge,0.833,split+merge; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=2,asia,RUS,SOV,,,RUS YAK,SIB SOV YAK
929,OULU,1628,Savo / Tavastland / Tavastia,merge,0.818,split+merge; province_overlap=9; tsr_overlap_rank=1/3; bsr_source_count=3,europe,RUS,FIN,RUS,,FIN,FIN
38,Gävleborg,1114,STATE_1114,merge,0.812,split+merge; province_overlap=13; tsr_overlap_rank=1/3; bsr_source_count=2,europe,SWE,SWE,,,SWE,SWE
150,KUOPIO,1151,STATE_1151,merge,0.812,split+merge; province_overlap=13; tsr_overlap_rank=1/5; bsr_source_count=3,europe,RUS,FIN,RUS,,FIN,FIN
95,STATE_95,95,STATE_95,merge,0.800,split+merge; province_overlap=4; tsr_overlap_rank=1/6; bsr_source_count=2,europe,RUS,POL,,SOV,BLR POL,BLR POL
101,STATE_101,101,STATE_101,split,0.800,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1,europe,DEN,DEN,,,DEN GRN,GRL
153,STATE_153,153,STATE_153,merge,0.800,split+merge; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=2,europe,GER,AUS,GER,GER,AUS GER,AUS GER
185,STATE_185,185,STATE_185,merge,0.800,split+merge; province_overlap=4; tsr_overlap_rank=1/7; bsr_source_count=2,europe,GRE,GRE,,ITA,GRE,GRE
87,STATE_87,1119,STATE_1119,merge,0.800,split+merge; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=2,europe,RUS,POL,,GER,POL,POL
51,STATE_51,1335,STATE_1335,split,0.800,split; province_overlap=4; tsr_overlap_rank=1/5; bsr_source_count=1,europe,GER,GER,,,GER PRE RHI,GER PRE RHI
149,VAASA,1631,Vaasa,merge,0.800,split+merge; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=2,europe,RUS,FIN,RUS,,FIN,FIN
920,STATE_920,1638,STATE_1638,merge,0.800,split+merge; province_overlap=4; tsr_overlap_rank=3/4; bsr_source_count=2,europe,NOR,NOR,,GER,NOR,NOR
166,STATE_166,1720,STATE_1720,merge,0.800,split+merge; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=2,europe,SPR,SPR,,,SPR,SPR
917,STATE_917,1009,STATE_1009,merge,0.789,split+merge; province_overlap=15; tsr_overlap_rank=1/2; bsr_source_count=2,europe,SWE,SWE,,,SMI SWE,SWE
33,STATE_33,33,STATE_33,merge,0.778,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2,europe,FRA,FRA,,,FRA,FRA
572,Chelyabinsk,653,Sverdlovsk,manual,0.778,incompatible province overlap rejected for automatic overlay; province_overlap=7; tsr_tags=RUS; bsr_tags=SIB SOV,asia,RUS,SOV,,,RUS,SIB SOV
141,Svealand,1007,STATE_1007,merge,0.778,split+merge; province_overlap=7; tsr_overlap_rank=2/2; bsr_source_count=2,europe,SWE,SWE,,,SWE,SWE
924,STATE_924,1014,STATE_1014,merge,0.778,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2,europe,NOR,NOR,,GER,NOR SMI,NOR
6,Flanders,6,Flanders,merge,0.750,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2,europe,BEL,BEL,,GER,BEL,BEL FLA
1062,STATE_1062,18,STATE_18,split,0.750,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,BGN FRA
22,Languedoc,22,Languedoc,split,0.750,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1,europe,FRA,FRA,,,FRA OCC,FRA OCC
978,Baden,28,STATE_28,merge,0.750,split+merge; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=2,europe,GER,FRA,,GER,GER WUR,ALS FRA
76,STATE_76,76,STATE_76,split,0.750,split; province_overlap=6; tsr_overlap_rank=2/2; bsr_source_count=1,europe,ROM,ROM,,HUN,ROM TRA,ROM TRA
132,Lancashire,132,Lancashire,merge,0.750,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2,europe,ENG,ENG,,,ENG,ENG
834,STATE_834,192,STATE_192,merge,0.750,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2,europe,RUS,SOV,,,MOL RUS UKR,SOV UKR
201,STATE_201,201,STATE_201,merge,0.750,split+merge; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=2,europe,RUS,SOV,,,RUS UKR,SOV UKR
242,STATE_242,242,STATE_242,manual,0.750,province_overlap=10; close candidate tie,europe,RUS,SOV,,,RUS,MUS SOV
589,STATE_589,589,STATE_589,merge,0.750,split+merge; province_overlap=6; tsr_overlap_rank=2/2; bsr_source_count=2,asia,RUS,SOV,,,KAZ RUS,KAZ SOV
974,South Transdanubia,808,STATE_808,merge,0.750,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2,europe,HUN,HUN,,,HUN,HUN
971,Northern Dobruja,832,STATE_832,merge,0.750,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2,europe,ROM,ROM,,,ROM,ROM
211,STATE_211,943,STATE_943,merge,0.750,split+merge; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=2,europe,BUL,BUL,BUL,,BUL,BUL
826,STATE_826,1002,STATE_1002,split,0.750,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1,europe,RUS,SOV,,,ABK GEO RUS,ABH GEO SOV
923,STATE_923,1013,STATE_1013,merge,0.750,split+merge; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=2,europe,NOR,NOR,,GER,NOR SMI,NOR
652,STATE_652,1120,STATE_1120,manual,0.750,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=RUS; bsr_tags=IDL SOV,europe,RUS,SOV,,,RUS,IDL SOV
832,STATE_832,1465,STATE_1465,split,0.750,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1,asia,RUS,SOV,,,KHI RUS TMS,SOV TMS
206,STATE_206,1470,STATE_1470,merge,0.750,split+merge; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=2,europe,RUS,SOV,,,BLR RUS,BLR SOV
763,STATE_763,1600,STATE_1600,split,0.750,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1,europe,GER,GER,,GER,GER PRE,GER PRE
926,TURKU AND PORI,1626,Varsinais Suomi / Finland Proper,merge,0.750,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=3,europe,RUS,FIN,RUS,,FIN,FIN
214,STATE_214,1255,STATE_1255,manual,0.733,incompatible province overlap rejected for automatic overlay; province_overlap=11; tsr_tags=RUS; bsr_tags=SOV,europe,RUS,SOV,,,RUS,SOV
813,STATE_813,13,STATE_13,merge,0.714,split+merge; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=3,europe,RUS,EST,,SOV,EST,EST
90,Kielce,90,STATE_90,merge,0.714,split+merge; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=2,europe,RUS,POL,,GGO,POL,POL
96,STATE_96,96,STATE_96,merge,0.714,split+merge; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=2,europe,RUS,POL,,SOV,BLR POL,BLR POL
149,VAASA,149,Pohjanmaa,merge,0.714,split+merge; province_overlap=10; tsr_overlap_rank=1/4; bsr_source_count=3,europe,RUS,FIN,RUS,,FIN,FIN
194,Mozyr,194,Mozyr,split,0.714,split; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=1,europe,RUS,SOV,,,BLR RUS,BLR SOV
927,HÄME,1627,Savo / Tavastland / Tavastia,merge,0.714,split+merge; province_overlap=10; tsr_overlap_rank=1/4; bsr_source_count=6,europe,RUS,FIN,RUS,,FIN,FIN
70,STATE_70,1729,STATE_1729,merge,0.714,split+merge; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=2,europe,HUN,CZE,HUN,SLO,SLO,CZE SLO
582,STATE_582,1000,STATE_1000,manual,0.692,incompatible province overlap rejected for automatic overlay; province_overlap=9; tsr_tags=RUS; bsr_tags=IDL SOV,asia,RUS,SOV,,,RUS,IDL SOV
150,KUOPIO,150,Savo,merge,0.688,split+merge; province_overlap=11; tsr_overlap_rank=2/5; bsr_source_count=3,europe,RUS,FIN,RUS,,FIN,FIN
880,Kotlas,351,STATE_351,manual,0.684,incompatible province overlap rejected for automatic overlay; province_overlap=13; tsr_tags=RUS; bsr_tags=SOV,europe,RUS,SOV,,,RUS,SOV
16,STATE_16,16,STATE_16,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=2,europe,FRA,FRA,,GER,FRA,FRA
66,STATE_66,66,STATE_66,split,0.667,split; province_overlap=2; tsr_overlap_rank=2/7; bsr_source_count=1,europe,GER,GER,,,GER PRE SIL,GER PRE SIL
93,STATE_93,93,STATE_93,split,0.667,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1,europe,RUS,POL,,SOV,POL UKR,POL UKR
98,STATE_98,98,STATE_98,split,0.667,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1,europe,RUS,POL,,GER,POL,POL
99,STATE_99,99,STATE_99,split,0.667,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1,europe,DEN,DEN,,GER,DEN,DEN
802,STATE_802,108,STATE_108,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2,europe,YUG,YUG,,SER,KOS SER YUG,SER YUG
130,STATE_130,130,STATE_130,merge,0.667,split+merge; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=2,europe,ENG,ENG,,,ENG,ENG
189,STATE_189,189,STATE_189,merge,0.667,split+merge; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=2,europe,RUS,LIT,,SOV,LIT,LIT
13,STATE_13,191,STATE_191,merge,0.667,split+merge; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=3,europe,RUS,EST,,SOV,EST,EST LIV
585,Navoiy,585,STATE_585,merge,0.667,merge; province_overlap=4; bsr_source_count=3,asia,RUS,SOV,,,RUS UZB,SOV UZB
731,STATE_731,731,STATE_731,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=2,europe,GRE,GRE,,GER,GRE,GRE
785,STATE_785,785,STATE_785,split,0.667,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1,europe,FRA,FRA,,GER,FRA,FRA
64,STATE_64,793,STATE_793,merge,0.667,split+merge; province_overlap=4; tsr_overlap_rank=2/6; bsr_source_count=2,europe,GER,GER,,,GER PRE,GER PRE
153,STATE_153,806,STATE_806,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=2,europe,GER,AUS,GER,GER,AUS GER,AUS GER
