bsr_state_id,bsr_state_name,bsr_continent,selected_tsr_state_id,selected_tsr_state_name,selected_mapping_type,selected_confidence,alternative_mapping_count,issue_count,vp_omission_count,manual_building_distribution,manual_resource_distribution,owner_core_conflict,decision_status,decision_reason,review_categories,selection_notes
887,STATE_887,europe,69,STATE_69,split,1.000,1,10,2,no,yes,yes,requires_manual,owner/controller/core conflict,split vp_review resource_distribution owner_core_conflict,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
1114,STATE_1114,europe,38,Gävleborg,merge,0.812,2,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge vp_review resource_distribution,split+merge; province_overlap=13; tsr_overlap_rank=1/3; bsr_source_count=2
1134,STATE_1134,europe,795,STATE_795,split,1.000,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1
1190,STATE_1190,europe,108,STATE_108,split,1.000,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
1378,Northern Hungary,europe,43,Northern Hungary,split,1.000,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
1501,STATE_1501,europe,795,STATE_795,split,1.000,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1503,STATE_1503,europe,170,STATE_170,split,1.000,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1702,STATE_1702,europe,68,STATE_68,split,1.000,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1
1705,STATE_1705,europe,66,STATE_66,split,1.000,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=3; tsr_overlap_rank=1/7; bsr_source_count=1
1715,STATE_1715,europe,170,STATE_170,split,1.000,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=5; tsr_overlap_rank=2/3; bsr_source_count=1
1724,STATE_1724,europe,41,STATE_41,split,1.000,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1
1759,Languedoc,europe,22,Languedoc,split,1.000,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1760,STATE_1760,europe,22,Languedoc,split,1.000,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
1954,STATE_1954,europe,50,Württemberg,split,0.500,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
1985,STATE_1985,europe,974,South Transdanubia,split,1.000,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
2026,STATE_2026,europe,931,STATE_931,split,1.000,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
2034,STATE_2034,europe,68,STATE_68,split,1.000,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
2035,STATE_2035,europe,68,STATE_68,split,1.000,1,4,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=1; tsr_overlap_rank=2/6; bsr_source_count=1
3,STATE_3,europe,847,STATE_847,merge,0.500,3,3,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge resource_distribution,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=3
25,STATE_25,europe,25,STATE_25,merge,0.923,3,3,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge resource_distribution,split+merge; province_overlap=12; tsr_overlap_rank=1/2; bsr_source_count=3
41,STATE_41,europe,41,STATE_41,split,0.500,1,3,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
43,Northern Hungary,europe,43,Northern Hungary,split,1.000,1,3,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1
50,STATE_50,europe,50,Württemberg,split,1.000,1,3,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=3; tsr_overlap_rank=2/6; bsr_source_count=1
66,STATE_66,europe,66,STATE_66,split,0.667,1,3,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=2; tsr_overlap_rank=2/7; bsr_source_count=1
79,STATE_79,europe,79,STATE_79,split,1.000,1,3,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=12; tsr_overlap_rank=1/3; bsr_source_count=1
129,STATE_129,europe,129,STATE_129,split,1.000,1,3,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=1
130,STATE_130,europe,130,STATE_130,merge,0.667,2,3,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge resource_distribution,split+merge; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=2
132,Lancashire,europe,132,Lancashire,merge,0.750,2,3,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge resource_distribution,split+merge; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=2
155,STATE_155,europe,155,North Transdanubia,split,1.000,1,3,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1
166,STATE_166,europe,166,STATE_166,split,1.000,1,3,1,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split vp_review resource_distribution,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1
893,STATE_893,europe,846,STATE_846,merge,1.000,2,3,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge resource_distribution,merge; province_overlap=2; bsr_source_count=2
1052,STATE_1052,europe,790,STATE_790,split,1.000,2,3,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=1
1335,STATE_1335,europe,51,STATE_51,split,0.800,1,3,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=4; tsr_overlap_rank=1/5; bsr_source_count=1
1423,STATE_1423,europe,971,Northern Dobruja,split,1.000,1,3,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1657,STATE_1657,europe,919,STATE_919,merge,1.000,2,3,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge resource_distribution,merge; province_overlap=10; bsr_source_count=2
2025,STATE_2025,europe,931,STATE_931,split,1.000,1,3,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
21,STATE_21,europe,21,Bouches-du-Rhône (Formerly Provence before Var split off),split,1.000,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
22,Languedoc,europe,22,Languedoc,split,0.750,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
26,STATE_26,europe,26,Auveregne,split,1.000,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=10; tsr_overlap_rank=1/2; bsr_source_count=1
31,STATE_31,europe,31,STATE_31,merge,0.909,2,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge resource_distribution,split+merge; province_overlap=10; tsr_overlap_rank=1/7; bsr_source_count=2
46,STATE_46,europe,46,Muntenia,split,1.000,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=9; tsr_overlap_rank=1/3; bsr_source_count=1
52,STATE_52,europe,52,STATE_52,split,1.000,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=9; tsr_overlap_rank=1/4; bsr_source_count=1
68,STATE_68,europe,68,STATE_68,split,1.000,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=2; tsr_overlap_rank=1/6; bsr_source_count=1
113,Leinster,europe,113,Leinster,split,1.000,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1
128,STATE_128,europe,128,STATE_128,split,1.000,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
138,STATE_138,europe,138,STATE_138,split,1.000,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=1
139,STATE_139,europe,139,STATE_139,merge,1.000,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge resource_distribution,merge; province_overlap=13; bsr_source_count=2
140,STATE_140,europe,140,Västra Götaland,split,1.000,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1
141,STATE_141,europe,141,Svealand,split,1.000,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=12; tsr_overlap_rank=1/2; bsr_source_count=1
170,STATE_170,europe,170,STATE_170,split,0.917,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=11; tsr_overlap_rank=1/3; bsr_source_count=1
180,STATE_180,europe,180,STATE_180,split,1.000,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
338,STATE_338,europe,338,STATE_338,split,1.000,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
1304,STATE_1304,europe,847,STATE_847,split,1.000,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1439,STATE_1439,europe,847,STATE_847,split,1.000,1,2,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,split resource_distribution,split; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=1
171,STATE_171,europe,171,STATE_171,merge,1.000,2,1,0,no,yes,no,requires_manual,resources/buildings/manpower need manual distribution,merge resource_distribution,merge; province_overlap=13; bsr_source_count=2
1370,STATE_1370,europe,179,STATE_179,split,1.000,1,7,4,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
979,STATE_979,europe,56,STATE_56,merge,0.600,2,6,2,no,no,no,requires_manual,victory point province needs manual placement,merge vp_review,split+merge; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=2
1502,STATE_1502,europe,179,STATE_179,split,1.000,1,6,3,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
1974,STATE_1974,europe,36,STATE_36,split,1.000,1,6,3,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1
2033,STATE_2033,europe,64,STATE_64,split,1.000,1,6,3,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
56,STATE_56,europe,56,STATE_56,merge,0.857,2,5,2,no,no,no,requires_manual,victory point province needs manual placement,merge vp_review,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2
794,STATE_794,europe,64,STATE_64,split,1.000,1,5,3,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=6; tsr_overlap_rank=1/6; bsr_source_count=1
1105,STATE_1105,europe,64,STATE_64,split,1.000,1,5,2,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
1379,STATE_1379,europe,154,STATE_154,split,1.000,1,5,3,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
1506,STATE_1506,europe,58,STATE_58,split,1.000,1,5,2,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
1718,STATE_1718,europe,177,STATE_177,split,1.000,1,5,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1920,STATE_1920,europe,64,STATE_64,split,1.000,1,5,2,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=2; tsr_overlap_rank=4/6; bsr_source_count=1
1207,STATE_1207,africa,681,Cape,split,0.400,4,4,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=2; tsr_overlap_rank=2/8; bsr_source_count=1
1210,STATE_1210,africa,681,Cape,split,0.500,3,4,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=2; tsr_overlap_rank=1/8; bsr_source_count=1
1395,STATE_1395,europe,134,STATE_134,split,1.000,1,4,2,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1509,STATE_1509,europe,62,STATE_62,split,1.000,1,4,2,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=2; tsr_overlap_rank=1/4; bsr_source_count=1
1719,STATE_1719,europe,168,STATE_168,split,1.000,1,4,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
1804,STATE_1804,europe,62,STATE_62,split,0.500,1,4,2,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1943,STATE_1943,europe,100,STATE_100,split,0.500,1,4,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
796,STATE_796,europe,909,STATE_909,split,0.333,1,3,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
809,STATE_809,europe,973,STATE_973,split,1.000,1,3,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
1302,STATE_1302,europe,803,STATE_803,split,1.000,1,3,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
1408,STATE_1408,europe,5,STATE_5,split,0.500,1,3,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
1622,STATE_1622,europe,31,STATE_31,split,1.000,1,3,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=2; tsr_overlap_rank=2/7; bsr_source_count=1
1717,STATE_1717,europe,793,STATE_793,split,1.000,1,3,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1
1721,STATE_1721,europe,794,STATE_794,split,1.000,1,3,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1
1723,STATE_1723,europe,176,STATE_176,split,1.000,1,3,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1
1761,STATE_1761,europe,31,STATE_31,split,1.000,1,3,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1
1986,STATE_1986,europe,973,STATE_973,split,1.000,1,3,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
2024,STATE_2024,europe,126,STATE_126,split,1.000,1,3,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
33,STATE_33,europe,33,STATE_33,merge,0.778,2,2,0,no,no,no,requires_manual,staged merge review issues remain,merge,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2
53,STATE_53,europe,53,STATE_53,split,1.000,1,2,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1
58,STATE_58,europe,58,STATE_58,split,1.000,1,2,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1
62,STATE_62,europe,62,STATE_62,split,1.000,1,2,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
123,STATE_123,europe,123,STATE_123,split,1.000,1,2,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=2; tsr_overlap_rank=3/3; bsr_source_count=1
126,STATE_126,europe,126,STATE_126,split,1.000,1,2,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
154,STATE_154,europe,154,STATE_154,split,1.000,1,2,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1
179,STATE_179,europe,179,STATE_179,split,1.000,1,2,1,no,no,no,requires_manual,victory point province needs manual placement,split vp_review,split; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=1
800,STATE_800,europe,53,STATE_53,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
822,STATE_822,europe,851,Var (Split-off from former Provence now Bouches-du-Rhône),split,1.000,2,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=3; tsr_overlap_rank=1/2; bsr_source_count=1
823,STATE_823,europe,735,STATE_735,merge,1.000,2,2,0,no,no,no,requires_manual,staged merge review issues remain,merge,merge; province_overlap=4; bsr_source_count=2
1055,STATE_1055,europe,793,STATE_793,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=10; tsr_overlap_rank=1/2; bsr_source_count=1
1133,STATE_1133,europe,794,STATE_794,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=6; tsr_overlap_rank=2/3; bsr_source_count=1
1903,STATE_1903,europe,909,STATE_909,split,1.000,1,2,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
57,STATE_57,europe,57,STATE_57,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1
61,STATE_61,europe,61,STATE_61,merge,1.000,2,1,0,no,no,no,requires_manual,staged merge review issues remain,merge,merge; province_overlap=6; bsr_source_count=2
64,STATE_64,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
100,STATE_100,europe,100,STATE_100,split,0.167,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
134,STATE_134,europe,134,STATE_134,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=8; tsr_overlap_rank=1/2; bsr_source_count=1
163,STATE_163,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
168,STATE_168,europe,168,STATE_168,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=5; tsr_overlap_rank=2/2; bsr_source_count=1
176,STATE_176,europe,176,STATE_176,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=1
177,STATE_177,europe,177,STATE_177,split,1.000,1,1,0,no,no,no,requires_manual,staged merge review issues remain,split,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
214,STATE_214,europe,,,new_bsr_state,1.000,4,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
242,STATE_242,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
262,STATE_262,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
516,STATE_516,asia,,,new_bsr_state,1.000,3,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
653,Sverdlovsk,asia,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
804,STATE_804,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
811,STATE_811,europe,,,new_bsr_state,1.000,0,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
813,STATE_813,europe,,,new_bsr_state,1.000,3,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
821,STATE_821,europe,,,new_bsr_state,1.000,3,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
824,STATE_824,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
825,STATE_825,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
827,STATE_827,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
828,STATE_828,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
829,STATE_829,europe,,,new_bsr_state,1.000,3,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
831,STATE_831,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
861,STATE_861,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
875,STATE_875,middle_east,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
876,STATE_876,middle_east,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
883,STATE_883,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
884,STATE_884,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
890,STATE_890,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
891,STATE_891,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
927,STATE_927,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
930,STATE_930,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
948,STATE_948,europe,,,new_bsr_state,1.000,0,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1000,STATE_1000,asia,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1001,STATE_1001,middle_east,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1003,STATE_1003,europe,,,new_bsr_state,1.000,0,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1004,STATE_1004,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1067,STATE_1067,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1068,STATE_1068,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1120,STATE_1120,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1121,STATE_1121,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1132,STATE_1132,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1141,STATE_1141,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1161,STATE_1161,europe,,,new_bsr_state,1.000,2,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
1162,STATE_1162,europe,,,new_bsr_state,1.000,1,1,0,no,no,no,requires_manual,new BSR state has no TSR overlay candidate,new_bsr_state,no TSR overlay candidate
